-264,-27,-2021,25088,173944468
-265,-28,-2015,25600,173945720
-263,-26,-2013,25600,173946972
-263,-29,-2017,25088,173948224
-262,-32,-2017,25600,173949475
-262,-29,-2020,25088,173950726
-263,-29,-2017,25088,173951977
-263,-26,-2016,25600,173953228
-262,-28,-2019,25088,173954479
-263,-30,-2016,25088,173955730
-264,-28,-2016,25600,173956981
-261,-27,-2019,25088,173958232
-261,-27,-2021,25088,173959461
-261,-30,-2021,25088,173960690
-258,-28,-2020,25088,173961919
-261,-32,-2016,25088,173963148
-261,-28,-2016,25088,173964377
-258,-25,-2013,25088,173965606
-264,-26,-2016,25088,173966835
-262,-23,-2015,25088,173968064
-262,-23,-2016,25088,173969293
-263,-25,-2015,25088,173970523
-268,-25,-2013,25600,173971753
-264,-28,-2018,25088,173972983
-263,-29,-2015,25088,173974213
-267,-30,-2014,25088,173975443
-263,-30,-2016,25600,173976673
-262,-28,-2014,25088,173977903
-260,-24,-2013,25088,173979133
-264,-30,-2019,25600,173980363
-263,-28,-2018,25088,173981593
-262,-26,-2013,25088,173982823
-261,-28,-2012,25088,173984053
-263,-25,-2012,25088,173985283
-266,-27,-2018,25088,173986513
-265,-28,-2014,25600,173987743
-262,-28,-2018,25600,173988973
-266,-29,-2015,25088,173990204
-262,-29,-2016,25088,173991435
-256,-30,-2015,25088,173992666
-261,-30,-2015,25600,173993897
-263,-24,-2015,25088,173995128
-262,-26,-2020,25088,173996359
-263,-33,-2015,25088,173997590
-264,-31,-2012,25088,173998821
-262,-28,-2013,25600,174000050
-261,-25,-2013,25088,174001279
-261,-26,-2012,25600,174002508
-263,-26,-2016,25088,174003738
-264,-24,-2015,25088,174004968
-262,-27,-2016,25600,174006198
-260,-28,-2015,25088,174007428
-262,-29,-2011,25600,174008658
-261,-28,-2012,25600,174009890
-264,-27,-2015,25600,174011122
-263,-27,-2015,25600,174012354
-261,-26,-2013,25088,174013586
-261,-25,-2011,25088,174014818
-258,-29,-2011,25600,174016050
-259,-27,-2016,25600,174017282
-261,-28,-2018,25600,174018514
-260,-26,-2018,25088,174019751
-260,-31,-2016,25600,174020988
-266,-27,-2015,25600,174022225
-264,-26,-2016,25088,174023462
-264,-25,-2014,25088,174024699
-269,-28,-2010,25088,174025936
-264,-27,-2012,25600,174027173
-263,-26,-2012,25600,174028410
-261,-27,-2011,25088,174029647
-261,-28,-2011,25600,174030890
-258,-24,-2010,25600,174032133
-259,-28,-2009,25088,174033376
-260,-29,-2014,25600,174034619
-263,-31,-2016,25600,174035851
-263,-29,-2015,25088,174037083
-264,-29,-2012,25600,174038315
-265,-27,-2016,25088,174039549
-265,-28,-2014,25600,174040783
-266,-29,-2012,25600,174042017
-267,-26,-2015,25600,174043251
-267,-24,-2019,25600,174044485
-264,-23,-2016,25088,174045719
-266,-27,-2018,25088,174046953
-266,-27,-2016,25600,174048187
-263,-28,-2015,25088,174049424
-262,-26,-2011,25600,174050661
-260,-27,-2014,25088,174051898
-263,-24,-2014,25600,174053135
-259,-27,-2014,25600,174054372
-260,-28,-2011,25600,174055609
-263,-27,-2013,25600,174056846
-266,-28,-2014,25088,174058083
-261,-31,-2013,25600,174059323
-266,-28,-2013,25088,174060563
-265,-27,-2020,25600,174061803
-265,-26,-2024,25600,174063043
-264,-25,-2023,25600,174064283
-263,-24,-2019,25600,174065523
-266,-27,-2019,25088,174066763
-264,-28,-2019,25600,174068003
-265,-31,-2019,25088,174069245
-262,-31,-2019,25088,174070487
-259,-29,-2014,25600,174071729
-262,-33,-2013,25600,174072971
-264,-29,-2014,25600,174074213
-258,-27,-2014,25600,174075455
-257,-30,-2013,25088,174076697
-258,-30,-2013,25088,174077939
-262,-31,-2014,25088,174079183
-261,-28,-2013,25600,174080427
-265,-24,-2012,25088,174081671
-269,-21,-2015,25600,174082915
-264,-27,-2016,25088,174084159
-260,-27,-2015,25600,174085403
-260,-25,-2013,25600,174086647
-258,-28,-2016,25088,174087891
-256,-31,-2016,25088,174089130
-258,-28,-2012,25600,174090369
-259,-26,-2014,25600,174091608
-261,-28,-2016,25600,174092847
-264,-27,-2017,25600,174094086
-265,-25,-2018,25088,174095325
-267,-27,-2021,25600,174096573
-264,-28,-2014,25088,174097821
-266,-30,-2016,25088,174099068
-267,-29,-2014,25600,174100315
-263,-30,-2011,25600,174101562
-260,-30,-2012,25600,174102812
-261,-26,-2016,25600,174104062
-259,-27,-2015,25600,174105312
-263,-27,-2016,25088,174106562
-259,-28,-2017,25600,174107812
-262,-25,-2015,25600,174109063
-265,-26,-2017,25088,174110314
-266,-28,-2016,25088,174111565
-264,-29,-2012,25088,174112816
-259,-28,-2016,25600,174114067
-263,-29,-2015,25088,174115318
-265,-26,-2017,25600,174116569
-263,-28,-2014,25088,174117820
-261,-25,-2017,25088,174119065
-261,-28,-2019,25088,174120310
-261,-28,-2018,25600,174121555
-264,-25,-2019,25088,174122800
-264,-26,-2017,25600,174124045
-262,-30,-2016,25600,174125290
-261,-25,-2014,25088,174126535
-259,-27,-2019,25600,174127780
-261,-29,-2018,25088,174129025
-264,-27,-2015,25088,174130272
-265,-26,-2018,25088,174131519
-261,-28,-2015,25600,174132766
-262,-31,-2017,25600,174134013
-265,-26,-2017,25088,174135260
-261,-27,-2018,25600,174136518
-259,-27,-2017,25600,174137776
-262,-27,-2018,25088,174139034
-264,-30,-2017,25088,174140292
-266,-28,-2017,25600,174141550
-266,-27,-2016,25600,174142808
-265,-29,-2017,25600,174144066
-265,-28,-2014,25600,174145324
-264,-26,-2017,25600,174146582
-262,-26,-2017,25088,174147840
-259,-28,-2015,25600,174149098
-266,-28,-2014,25600,174150356
-264,-29,-2015,25088,174151614
-264,-30,-2016,25088,174152872
-262,-28,-2015,25600,174154130
-265,-28,-2015,25088,174155388
-264,-27,-2015,25600,174156646
-264,-27,-2015,25600,174157904
-260,-24,-2019,25088,174159166
-263,-25,-2016,25088,174160428
-260,-27,-2017,25600,174161690
-260,-27,-2017,25088,174162949
-261,-27,-2014,25600,174164208
-265,-29,-2015,25088,174165467
-268,-28,-2016,25600,174166726
-266,-27,-2017,25088,174167985
-258,-25,-2016,25088,174169228
-256,-25,-2015,25088,174170488
-257,-27,-2016,25088,174171748
-262,-24,-2018,25088,174173008
-264,-23,-2014,25088,174174268
-262,-26,-2017,25088,174175528
-260,-25,-2015,25088,174176788
-263,-20,-2018,25088,174178048
-261,-26,-2020,25088,174179308
-265,-31,-2016,25088,174180568
-265,-32,-2020,25088,174181828
-260,-26,-2018,25088,174183088
-259,-21,-2016,25600,174184348
-261,-26,-2016,25088,174185608
-261,-28,-2016,25088,174186868
-261,-26,-2018,25088,174188128
-260,-28,-2017,25088,174189383
-262,-27,-2017,25600,174190638
-264,-28,-2014,25088,174191893
-263,-28,-2014,25600,174193148
-264,-29,-2017,25088,174194403
-265,-28,-2019,25088,174195658
-263,-28,-2015,25088,174196919
-260,-26,-2017,25088,174198180
-266,-23,-2011,25088,174199439
-266,-27,-2016,25088,174200698
-264,-30,-2017,25600,174201957
-262,-31,-2015,25600,174203217
-264,-31,-2018,25600,174204477
-265,-30,-2021,25600,174205737
-264,-30,-2015,25600,174206997
-263,-25,-2016,25600,174208257
-265,-27,-2015,25088,174209515
-266,-26,-2014,25600,174210773
-265,-24,-2013,25088,174212031
-261,-27,-2009,25088,174213289
-265,-29,-2014,25600,174214547
-260,-26,-2015,25600,174215805
-262,-26,-2014,25088,174217063
-261,-29,-2015,25088,174218321
-259,-28,-2012,25600,174219562
-261,-30,-2017,25088,174220803
-263,-28,-2014,25088,174222044
-267,-23,-2015,25088,174223285
-267,-28,-2014,25088,174224526
-261,-26,-2015,25088,174225767
-262,-27,-2017,25600,174227008
-263,-25,-2019,25600,174228249
-264,-28,-2021,25600,174229490
-263,-27,-2019,25088,174230738
-266,-29,-2016,25088,174231986
-264,-24,-2015,25088,174233234
-260,-24,-2018,25088,174234482
-258,-27,-2018,25088,174235730
-258,-34,-2018,25088,174236986
-259,-34,-2020,25088,174238242
-263,-27,-2018,25088,174239495
-263,-26,-2018,25088,174240748
-260,-29,-2018,25088,174242001
-263,-25,-2015,25088,174243254
-263,-24,-2014,25600,174244507
-256,-25,-2017,25600,174245760
-255,-28,-2015,25088,174247013
-266,-28,-2015,25600,174248266
-261,-26,-2015,25088,174249518
-260,-26,-2018,25088,174250770
-259,-28,-2018,25088,174252022
-260,-26,-2018,25088,174253274
-255,-27,-2016,25088,174254526
-260,-26,-2019,25088,174255778
-261,-23,-2023,25600,174257030
-260,-26,-2018,25600,174258282
-263,-25,-2014,25600,174259517
-264,-27,-2015,25088,174260752
